Cement (component 1)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
212.0 ,159.0 ,799.5 ,1085.4 ,124.8 ,0.0 ,7.8 ,3 ,19.52 
212.0 ,159.0 ,799.5 ,1085.4 ,124.8 ,0.0 ,7.8 ,14 ,31.35 
212.0 ,159.0 ,799.5 ,1085.4 ,124.8 ,0.0 ,7.8 ,28 ,38.50 
212.0 ,159.0 ,799.5 ,1085.4 ,124.8 ,0.0 ,7.8 ,56 ,45.08 
212.0 ,159.0 ,799.5 ,1085.4 ,124.8 ,0.0 ,7.8 ,100 ,47.82 
231.8 ,174.0 ,778.5 ,1056.4 ,121.6 ,0.0 ,6.7 ,3 ,15.44 
231.8 ,174.0 ,778.5 ,1056.4 ,121.6 ,0.0 ,6.7 ,14 ,26.77 
231.8 ,174.0 ,778.5 ,1056.4 ,121.6 ,0.0 ,6.7 ,28 ,33.73 
231.8 ,174.0 ,778.5 ,1056.4 ,121.6 ,0.0 ,6.7 ,56 ,42.70 
231.8 ,174.0 ,778.5 ,1056.4 ,121.6 ,0.0 ,6.7 ,100 ,45.84 
251.4 ,188.5 ,757.7 ,1028.4 ,118.3 ,0.0 ,5.8 ,3 ,17.22 
251.4 ,188.5 ,757.7 ,1028.4 ,118.3 ,0.0 ,5.8 ,14 ,29.93 
251.4 ,188.5 ,757.7 ,1028.4 ,118.3 ,0.0 ,5.8 ,28 ,29.65 
251.4 ,188.5 ,757.7 ,1028.4 ,118.3 ,0.0 ,5.8 ,56 ,36.97 
251.4 ,188.5 ,757.7 ,1028.4 ,118.3 ,0.0 ,5.8 ,100 ,43.58 
251.4 ,188.5 ,757.7 ,1028.4 ,118.3 ,0.0 ,6.4 ,3 ,13.12 
251.4 ,188.5 ,757.7 ,1028.4 ,118.3 ,0.0 ,6.4 ,14 ,24.43 
251.4 ,188.5 ,757.7 ,1028.4 ,118.3 ,0.0 ,6.4 ,28 ,32.66 
251.4 ,188.5 ,757.7 ,1028.4 ,118.3 ,0.0 ,6.4 ,56 ,36.64 
251.4 ,188.5 ,757.7 ,1028.4 ,118.3 ,0.0 ,6.4 ,100 ,44.21 
181.4 ,169.6 ,777.8 ,1055.6 ,167.0 ,0.0 ,7.6 ,3 ,13.62 
181.4 ,169.6 ,777.8 ,1055.6 ,167.0 ,0.0 ,7.6 ,14 ,21.60 
181.4 ,169.6 ,777.8 ,1055.6 ,167.0 ,0.0 ,7.6 ,28 ,27.77 
181.4 ,169.6 ,777.8 ,1055.6 ,167.0 ,0.0 ,7.6 ,56 ,35.57 
181.4 ,169.6 ,777.8 ,1055.6 ,167.0 ,0.0 ,7.6 ,100 ,45.37 
182.0 ,170.2 ,780.7 ,1059.4 ,122.0 ,45.2 ,8.2 ,3 ,7.32 
182.0 ,170.2 ,780.7 ,1059.4 ,122.0 ,45.2 ,8.2 ,14 ,21.50 
182.0 ,170.2 ,780.7 ,1059.4 ,122.0 ,45.2 ,8.2 ,28 ,31.27 
182.0 ,170.2 ,780.7 ,1059.4 ,122.0 ,45.2 ,8.2 ,56 ,43.50 
182.0 ,170.2 ,780.7 ,1059.4 ,122.0 ,45.2 ,8.2 ,100 ,48.67 
168.9 ,158.3 ,796.2 ,1080.8 ,124.3 ,42.2 ,10.8 ,3 ,7.40 
168.9 ,158.3 ,796.2 ,1080.8 ,124.3 ,42.2 ,10.8 ,14 ,23.51 
168.9 ,158.3 ,796.2 ,1080.8 ,124.3 ,42.2 ,10.8 ,28 ,31.12 
168.9 ,158.3 ,796.2 ,1080.8 ,124.3 ,42.2 ,10.8 ,56 ,39.15 
168.9 ,158.3 ,796.2 ,1080.8 ,124.3 ,42.2 ,10.8 ,100 ,48.15 
290.4 ,168.1 ,865.0 ,961.2 ,96.2 ,0.0 ,9.4 ,3 ,22.50 
290.4 ,168.1 ,865.0 ,961.2 ,96.2 ,0.0 ,9.4 ,14 ,34.67 
290.4 ,168.1 ,865.0 ,961.2 ,96.2 ,0.0 ,9.4 ,28 ,34.74 
290.4 ,168.1 ,865.0 ,961.2 ,96.2 ,0.0 ,9.4 ,56 ,45.08 
290.4 ,168.1 ,865.0 ,961.2 ,96.2 ,0.0 ,9.4 ,100 ,48.97 
277.1 ,160.6 ,875.6 ,973.9 ,97.4 ,0.0 ,11.8 ,3 ,23.14 
277.1 ,160.6 ,875.6 ,973.9 ,97.4 ,0.0 ,11.8 ,14 ,41.89 
277.1 ,160.6 ,875.6 ,973.9 ,97.4 ,0.0 ,11.8 ,28 ,48.28 
277.1 ,160.6 ,875.6 ,973.9 ,97.4 ,0.0 ,11.8 ,56 ,51.04 
277.1 ,160.6 ,875.6 ,973.9 ,97.4 ,0.0 ,11.8 ,100 ,55.64 
295.7 ,171.5 ,859.2 ,955.1 ,95.6 ,0.0 ,8.9 ,3 ,22.95 
295.7 ,171.5 ,859.2 ,955.1 ,95.6 ,0.0 ,8.9 ,14 ,35.23 
295.7 ,171.5 ,859.2 ,955.1 ,95.6 ,0.0 ,8.9 ,28 ,39.94 
295.7 ,171.5 ,859.2 ,955.1 ,95.6 ,0.0 ,8.9 ,56 ,48.72 
295.7 ,171.5 ,859.2 ,955.1 ,95.6 ,0.0 ,8.9 ,100 ,52.04 
251.8 ,146.1 ,899.8 ,1006.0 ,99.9 ,0.0 ,12.4 ,3 ,21.02 
251.8 ,146.1 ,899.8 ,1006.0 ,99.9 ,0.0 ,12.4 ,14 ,33.36 
251.8 ,146.1 ,899.8 ,1006.0 ,99.9 ,0.0 ,12.4 ,28 ,33.94 
251.8 ,146.1 ,899.8 ,1006.0 ,99.9 ,0.0 ,12.4 ,56 ,44.14 
251.8 ,146.1 ,899.8 ,1006.0 ,99.9 ,0.0 ,12.4 ,100 ,45.37 
249.1 ,158.1 ,889.0 ,987.8 ,98.8 ,0.0 ,12.8 ,3 ,15.36 
249.1 ,158.1 ,889.0 ,987.8 ,98.8 ,0.0 ,12.8 ,14 ,28.68 
249.1 ,158.1 ,889.0 ,987.8 ,98.8 ,0.0 ,12.8 ,28 ,30.85 
249.1 ,158.1 ,889.0 ,987.8 ,98.8 ,0.0 ,12.8 ,56 ,42.03 
249.1 ,158.1 ,889.0 ,987.8 ,98.8 ,0.0 ,12.8 ,100 ,51.06 
252.3 ,146.3 ,889.0 ,987.8 ,98.8 ,0.0 ,14.2 ,3 ,21.78 
252.3 ,146.3 ,889.0 ,987.8 ,98.8 ,0.0 ,14.2 ,14 ,42.29 
252.3 ,146.3 ,889.0 ,987.8 ,98.8 ,0.0 ,14.2 ,28 ,50.60 
252.3 ,146.3 ,889.0 ,987.8 ,98.8 ,0.0 ,14.2 ,56 ,55.83 
252.3 ,146.3 ,889.0 ,987.8 ,98.8 ,0.0 ,14.2 ,100 ,60.95 
246.8 ,143.3 ,800.9 ,1086.8 ,125.1 ,0.0 ,12.0 ,3 ,23.52 
246.8 ,143.3 ,800.9 ,1086.8 ,125.1 ,0.0 ,12.0 ,14 ,42.22 
246.8 ,143.3 ,800.9 ,1086.8 ,125.1 ,0.0 ,12.0 ,28 ,52.50 
246.8 ,143.3 ,800.9 ,1086.8 ,125.1 ,0.0 ,12.0 ,56 ,60.32 
246.8 ,143.3 ,800.9 ,1086.8 ,125.1 ,0.0 ,12.0 ,100 ,66.42 
275.1 ,159.5 ,777.5 ,1053.6 ,121.4 ,0.0 ,9.9 ,3 ,23.80 
275.1 ,159.5 ,777.5 ,1053.6 ,121.4 ,0.0 ,9.9 ,14 ,38.77 
275.1 ,159.5 ,777.5 ,1053.6 ,121.4 ,0.0 ,9.9 ,28 ,51.33 
275.1 ,159.5 ,777.5 ,1053.6 ,121.4 ,0.0 ,9.9 ,56 ,56.85 
275.1 ,159.5 ,777.5 ,1053.6 ,121.4 ,0.0 ,9.9 ,100 ,58.61 
297.2 ,174.8 ,753.5 ,1022.8 ,117.5 ,0.0 ,9.5 ,3 ,21.91 
297.2 ,174.8 ,753.5 ,1022.8 ,117.5 ,0.0 ,9.5 ,14 ,36.99 
297.2 ,174.8 ,753.5 ,1022.8 ,117.5 ,0.0 ,9.5 ,28 ,47.40 
297.2 ,174.8 ,753.5 ,1022.8 ,117.5 ,0.0 ,9.5 ,56 ,51.96 
297.2 ,174.8 ,753.5 ,1022.8 ,117.5 ,0.0 ,9.5 ,100 ,56.74 
213.7 ,154.8 ,776.4 ,1053.5 ,174.7 ,0.0 ,10.2 ,3 ,17.57 
213.7 ,154.8 ,776.4 ,1053.5 ,174.7 ,0.0 ,10.2 ,14 ,33.73 
213.7 ,154.8 ,776.4 ,1053.5 ,174.7 ,0.0 ,10.2 ,28 ,40.15 
213.7 ,154.8 ,776.4 ,1053.5 ,174.7 ,0.0 ,10.2 ,56 ,46.64 
213.7 ,154.8 ,776.4 ,1053.5 ,174.7 ,0.0 ,10.2 ,100 ,50.08 
213.5 ,154.6 ,775.5 ,1052.3 ,174.2 ,0.0 ,11.7 ,3 ,17.37 
213.5 ,154.6 ,775.5 ,1052.3 ,174.2 ,0.0 ,11.7 ,14 ,33.70 
213.5 ,154.6 ,775.5 ,1052.3 ,174.2 ,0.0 ,11.7 ,28 ,45.94 
213.5 ,154.6 ,775.5 ,1052.3 ,174.2 ,0.0 ,11.7 ,56 ,51.43 
213.5 ,154.6 ,775.5 ,1052.3 ,174.2 ,0.0 ,11.7 ,100 ,59.30 
277.2 ,160.7 ,782.5 ,1061.7 ,24.5 ,97.8 ,11.2 ,3 ,30.45 
277.2 ,160.7 ,782.5 ,1061.7 ,24.5 ,97.8 ,11.2 ,14 ,47.71 
277.2 ,160.7 ,782.5 ,1061.7 ,24.5 ,97.8 ,11.2 ,28 ,63.14 
277.2 ,160.7 ,782.5 ,1061.7 ,24.5 ,97.8 ,11.2 ,56 ,66.82 
277.2 ,160.7 ,782.5 ,1061.7 ,24.5 ,97.8 ,11.2 ,100 ,66.95 
218.2 ,140.8 ,792.7 ,1075.7 ,123.8 ,54.6 ,11.9 ,3 ,27.42 
218.2 ,140.8 ,792.7 ,1075.7 ,123.8 ,54.6 ,11.9 ,14 ,35.96 
218.2 ,140.8 ,792.7 ,1075.7 ,123.8 ,54.6 ,11.9 ,28 ,55.51 
218.2 ,140.8 ,792.7 ,1075.7 ,123.8 ,54.6 ,11.9 ,56 ,61.99 
218.2 ,140.8 ,792.7 ,1075.7 ,123.8 ,54.6 ,11.9 ,100 ,63.53 
214.9 ,155.6 ,780.6 ,1014.3 ,121.9 ,53.8 ,9.6 ,3 ,18.02 
214.9 ,155.6 ,780.6 ,1014.3 ,121.9 ,53.8 ,9.6 ,14 ,38.60 
214.9 ,155.6 ,780.6 ,1014.3 ,121.9 ,53.8 ,9.6 ,28 ,52.20 
214.9 ,155.6 ,780.6 ,1014.3 ,121.9 ,53.8 ,9.6 ,56 ,53.96 
214.9 ,155.6 ,780.6 ,1014.3 ,121.9 ,53.8 ,9.6 ,100 ,56.63 
218.9 ,158.5 ,794.9 ,1078.7 ,124.1 ,0.0 ,11.3 ,3 ,15.34 
218.9 ,158.5 ,794.9 ,1078.7 ,124.1 ,0.0 ,11.3 ,14 ,26.05 
218.9 ,158.5 ,794.9 ,1078.7 ,124.1 ,0.0 ,11.3 ,28 ,30.22 
218.9 ,158.5 ,794.9 ,1078.7 ,124.1 ,0.0 ,11.3 ,56 ,37.27 
218.9 ,158.5 ,794.9 ,1078.7 ,124.1 ,0.0 ,11.3 ,100 ,46.23 
376.0 ,214.6 ,762.4 ,1003.5 ,0.0 ,0.0 ,0.0 ,3 ,16.28 
376.0 ,214.6 ,762.4 ,1003.5 ,0.0 ,0.0 ,0.0 ,14 ,25.62 
376.0 ,214.6 ,762.4 ,1003.5 ,0.0 ,0.0 ,0.0 ,28 ,31.97 
376.0 ,214.6 ,762.4 ,1003.5 ,0.0 ,0.0 ,0.0 ,56 ,36.30 
376.0 ,214.6 ,762.4 ,1003.5 ,0.0 ,0.0 ,0.0 ,100 ,43.06 
500.0 ,140.0 ,853.0 ,966.0 ,0.0 ,0.0 ,4.0 ,28 ,67.57 
475.0 ,142.0 ,641.0 ,1098.0 ,59.0 ,0.0 ,1.9 ,28 ,57.23 
315.0 ,145.0 ,745.0 ,1130.0 ,0.0 ,137.0 ,5.9 ,28 ,81.75 
505.0 ,195.0 ,630.0 ,1030.0 ,60.0 ,0.0 ,0.0 ,28 ,64.02 
451.0 ,165.0 ,745.0 ,1030.0 ,0.0 ,0.0 ,11.3 ,28 ,78.80 
516.0 ,162.0 ,802.0 ,801.0 ,0.0 ,0.0 ,8.2 ,28 ,41.37 
520.0 ,170.0 ,855.0 ,855.0 ,0.0 ,0.0 ,5.2 ,28 ,60.28 
528.0 ,185.0 ,720.0 ,920.0 ,0.0 ,0.0 ,6.9 ,28 ,56.83 
520.0 ,175.0 ,805.0 ,870.0 ,0.0 ,0.0 ,5.2 ,28 ,51.02 
385.0 ,158.0 ,768.0 ,903.0 ,136.0 ,0.0 ,20.0 ,28 ,55.55 
500.1 ,200.0 ,613.2 ,1124.4 ,0.0 ,0.0 ,3.0 ,28 ,44.13 
450.1 ,200.0 ,613.2 ,1124.4 ,0.0 ,50.0 ,3.0 ,28 ,39.38 
397.0 ,167.0 ,633.0 ,967.0 ,158.0 ,17.2 ,20.8 ,28 ,55.65 
333.0 ,167.0 ,652.0 ,996.0 ,163.0 ,17.5 ,17.9 ,28 ,47.28 
334.0 ,189.0 ,633.0 ,967.0 ,158.0 ,17.6 ,15.3 ,28 ,44.33 
405.0 ,175.0 ,695.0 ,1120.0 ,0.0 ,0.0 ,0.0 ,28 ,52.30 
200.0 ,190.0 ,660.0 ,1145.0 ,0.0 ,200.0 ,0.0 ,28 ,49.25 
516.0 ,162.0 ,802.0 ,801.0 ,0.0 ,0.0 ,8.3 ,28 ,41.37 
145.0 ,184.0 ,880.0 ,833.0 ,119.0 ,116.0 ,5.7 ,28 ,29.16 
160.0 ,182.0 ,879.0 ,824.0 ,122.0 ,128.0 ,6.4 ,28 ,39.40 
234.0 ,189.0 ,760.0 ,981.0 ,0.0 ,156.0 ,5.9 ,28 ,39.30 
250.0 ,159.0 ,800.0 ,860.0 ,95.0 ,180.0 ,9.5 ,28 ,67.87 
475.0 ,162.0 ,662.0 ,1044.0 ,0.0 ,0.0 ,9.5 ,28 ,58.52 
285.0 ,163.0 ,685.0 ,1031.0 ,0.0 ,190.0 ,7.6 ,28 ,53.58 
356.0 ,160.0 ,657.0 ,1061.0 ,0.0 ,119.0 ,9.0 ,28 ,59.00 
275.0 ,162.0 ,765.0 ,830.0 ,120.0 ,180.0 ,10.4 ,28 ,76.24 
500.0 ,151.0 ,655.0 ,1033.0 ,0.0 ,0.0 ,9.0 ,28 ,69.84 
165.0 ,163.8 ,900.9 ,1005.6 ,143.6 ,0.0 ,0.0 ,3 ,14.40 
165.0 ,175.1 ,746.6 ,1005.8 ,132.1 ,128.5 ,8.1 ,3 ,19.42 
178.0 ,179.9 ,746.8 ,1007.3 ,118.6 ,129.8 ,3.6 ,3 ,20.73 
167.4 ,175.5 ,746.6 ,1006.3 ,128.6 ,129.9 ,7.8 ,3 ,14.94 
172.4 ,156.8 ,856.4 ,1006.3 ,172.4 ,13.6 ,4.1 ,3 ,21.29 
173.5 ,164.8 ,793.5 ,1006.2 ,173.5 ,50.1 ,6.5 ,3 ,23.08 
167.0 ,164.0 ,770.1 ,1007.3 ,167.0 ,75.4 ,7.9 ,3 ,15.52 
173.8 ,172.3 ,746.6 ,1007.2 ,159.9 ,93.4 ,9.7 ,3 ,15.82 
190.3 ,166.6 ,798.9 ,1079.0 ,125.2 ,0.0 ,9.9 ,3 ,12.55 
250.0 ,191.8 ,857.2 ,948.9 ,95.7 ,0.0 ,5.3 ,3 ,8.49 
213.5 ,159.2 ,771.9 ,1043.6 ,174.2 ,0.0 ,11.7 ,3 ,15.61 
194.7 ,170.2 ,901.8 ,998.0 ,100.5 ,0.0 ,7.5 ,3 ,12.18 
251.4 ,192.9 ,754.3 ,1043.6 ,118.3 ,0.0 ,5.8 ,3 ,11.98 
165.0 ,163.8 ,900.9 ,1005.6 ,143.6 ,0.0 ,0.0 ,14 ,16.88 
165.0 ,175.1 ,746.6 ,1005.8 ,132.1 ,128.5 ,8.1 ,14 ,33.09 
178.0 ,179.9 ,746.8 ,1007.3 ,118.6 ,129.8 ,3.6 ,14 ,34.24 
167.4 ,175.5 ,746.6 ,1006.3 ,128.6 ,129.9 ,7.8 ,14 ,31.81 
172.4 ,156.8 ,856.4 ,1006.3 ,172.4 ,13.6 ,4.1 ,14 ,29.75 
173.5 ,164.8 ,793.5 ,1006.2 ,173.5 ,50.1 ,6.5 ,14 ,33.01 
167.0 ,164.0 ,770.1 ,1007.3 ,167.0 ,75.4 ,7.9 ,14 ,32.90 
173.8 ,172.3 ,746.6 ,1007.2 ,159.9 ,93.4 ,9.7 ,14 ,29.55 
190.3 ,166.6 ,798.9 ,1079.0 ,125.2 ,0.0 ,9.9 ,14 ,19.42 
250.0 ,191.8 ,857.2 ,948.9 ,95.7 ,0.0 ,5.3 ,14 ,24.66 
213.5 ,159.2 ,771.9 ,1043.6 ,174.2 ,0.0 ,11.7 ,14 ,29.59 
194.7 ,170.2 ,901.8 ,998.0 ,100.5 ,0.0 ,7.5 ,14 ,24.28 
251.4 ,192.9 ,754.3 ,1043.6 ,118.3 ,0.0 ,5.8 ,14 ,20.73 
165.0 ,163.8 ,900.9 ,1005.6 ,143.6 ,0.0 ,0.0 ,28 ,26.20 
165.0 ,175.1 ,746.6 ,1005.8 ,132.1 ,128.5 ,8.1 ,28 ,46.39 
178.0 ,179.9 ,746.8 ,1007.3 ,118.6 ,129.8 ,3.6 ,28 ,39.16 
167.4 ,175.5 ,746.6 ,1006.3 ,128.6 ,129.9 ,7.8 ,28 ,41.20 
172.4 ,156.8 ,856.4 ,1006.3 ,172.4 ,13.6 ,4.1 ,28 ,33.69 
173.5 ,164.8 ,793.5 ,1006.2 ,173.5 ,50.1 ,6.5 ,28 ,38.20 
167.0 ,164.0 ,770.1 ,1007.3 ,167.0 ,75.4 ,7.9 ,28 ,41.41 
173.8 ,172.3 ,746.6 ,1007.2 ,159.9 ,93.4 ,9.7 ,28 ,37.81 
190.3 ,166.6 ,798.9 ,1079.0 ,125.2 ,0.0 ,9.9 ,28 ,24.85 
250.0 ,191.8 ,857.2 ,948.9 ,95.7 ,0.0 ,5.3 ,28 ,27.22 
213.5 ,159.2 ,771.9 ,1043.6 ,174.2 ,0.0 ,11.7 ,28 ,44.64 
194.7 ,170.2 ,901.8 ,998.0 ,100.5 ,0.0 ,7.5 ,28 ,37.27 
251.4 ,192.9 ,754.3 ,1043.6 ,118.3 ,0.0 ,5.8 ,28 ,33.27 
165.0 ,163.8 ,900.9 ,1005.6 ,143.6 ,0.0 ,0.0 ,56 ,36.56 
165.0 ,175.1 ,746.6 ,1005.8 ,132.1 ,128.5 ,8.1 ,56 ,53.72 
178.0 ,179.9 ,746.8 ,1007.3 ,118.6 ,129.8 ,3.6 ,56 ,48.59 
167.4 ,175.5 ,746.6 ,1006.3 ,128.6 ,129.9 ,7.8 ,56 ,51.72 
172.4 ,156.8 ,856.4 ,1006.3 ,172.4 ,13.6 ,4.1 ,56 ,35.85 
173.5 ,164.8 ,793.5 ,1006.2 ,173.5 ,50.1 ,6.5 ,56 ,53.77 
167.0 ,164.0 ,770.1 ,1007.3 ,167.0 ,75.4 ,7.9 ,56 ,53.46 
173.8 ,172.3 ,746.6 ,1007.2 ,159.9 ,93.4 ,9.7 ,56 ,48.99 
190.3 ,166.6 ,798.9 ,1079.0 ,125.2 ,0.0 ,9.9 ,56 ,31.72 
250.0 ,191.8 ,857.2 ,948.9 ,95.7 ,0.0 ,5.3 ,56 ,39.64 
213.5 ,159.2 ,771.9 ,1043.6 ,174.2 ,0.0 ,11.7 ,56 ,51.26 
194.7 ,170.2 ,901.8 ,998.0 ,100.5 ,0.0 ,7.5 ,56 ,43.39 
251.4 ,192.9 ,754.3 ,1043.6 ,118.3 ,0.0 ,5.8 ,56 ,39.27 
165.0 ,163.8 ,900.9 ,1005.6 ,143.6 ,0.0 ,0.0 ,100 ,37.96 
165.0 ,175.1 ,746.6 ,1005.8 ,132.1 ,128.5 ,8.1 ,100 ,55.02 
178.0 ,179.9 ,746.8 ,1007.3 ,118.6 ,129.8 ,3.6 ,100 ,49.99 
167.4 ,175.5 ,746.6 ,1006.3 ,128.6 ,129.9 ,7.8 ,100 ,53.66 
172.4 ,156.8 ,856.4 ,1006.3 ,172.4 ,13.6 ,4.1 ,100 ,37.68 
173.5 ,164.8 ,793.5 ,1006.2 ,173.5 ,50.1 ,6.5 ,100 ,56.06 
167.0 ,164.0 ,770.1 ,1007.3 ,167.0 ,75.4 ,7.9 ,100 ,56.81 
173.8 ,172.3 ,746.6 ,1007.2 ,159.9 ,93.4 ,9.7 ,100 ,50.94 
190.3 ,166.6 ,798.9 ,1079.0 ,125.2 ,0.0 ,9.9 ,100 ,33.56 
250.0 ,191.8 ,857.2 ,948.9 ,95.7 ,0.0 ,5.3 ,100 ,41.16 
213.5 ,159.2 ,771.9 ,1043.6 ,174.2 ,0.0 ,11.7 ,100 ,52.96 
194.7 ,170.2 ,901.8 ,998.0 ,100.5 ,0.0 ,7.5 ,100 ,44.28 
251.4 ,192.9 ,754.3 ,1043.6 ,118.3 ,0.0 ,5.8 ,100 ,40.15 
446.0 ,162.0 ,712.0 ,967.0 ,79.0 ,24.0 ,11.6 ,28 ,57.03 
446.0 ,162.0 ,712.0 ,967.0 ,79.0 ,24.0 ,11.6 ,28 ,44.42 
446.0 ,162.0 ,712.0 ,967.0 ,79.0 ,24.0 ,11.6 ,28 ,51.02 
446.0 ,162.0 ,712.0 ,967.0 ,79.0 ,24.0 ,10.3 ,28 ,53.39 
446.0 ,162.0 ,712.0 ,967.0 ,79.0 ,24.0 ,11.6 ,3 ,35.36 
446.0 ,162.0 ,712.0 ,967.0 ,79.0 ,24.0 ,11.6 ,3 ,25.02 
446.0 ,162.0 ,712.0 ,967.0 ,79.0 ,24.0 ,11.6 ,3 ,23.35 
446.0 ,162.0 ,712.0 ,967.0 ,79.0 ,24.0 ,11.6 ,7 ,52.01 
446.0 ,162.0 ,712.0 ,967.0 ,79.0 ,24.0 ,11.6 ,7 ,38.02 
446.0 ,162.0 ,712.0 ,967.0 ,79.0 ,24.0 ,11.6 ,7 ,39.30 
446.0 ,162.0 ,712.0 ,967.0 ,79.0 ,24.0 ,11.6 ,56 ,61.07 
446.0 ,162.0 ,712.0 ,967.0 ,79.0 ,24.0 ,11.6 ,56 ,56.14 
446.0 ,162.0 ,712.0 ,967.0 ,79.0 ,24.0 ,11.6 ,56 ,55.25 
446.0 ,162.0 ,712.0 ,967.0 ,79.0 ,24.0 ,10.3 ,56 ,54.77 
387.0 ,157.0 ,845.0 ,938.0 ,94.0 ,20.0 ,14.3 ,28 ,50.24 
387.0 ,157.0 ,845.0 ,938.0 ,94.0 ,20.0 ,13.9 ,28 ,46.68 
387.0 ,157.0 ,845.0 ,938.0 ,94.0 ,20.0 ,11.6 ,28 ,46.68 
387.0 ,157.0 ,845.0 ,938.0 ,94.0 ,20.0 ,14.3 ,3 ,22.75 
387.0 ,157.0 ,845.0 ,938.0 ,94.0 ,20.0 ,13.9 ,3 ,25.51 
387.0 ,157.0 ,845.0 ,938.0 ,94.0 ,20.0 ,11.6 ,3 ,34.77 
387.0 ,157.0 ,845.0 ,938.0 ,94.0 ,20.0 ,14.3 ,7 ,36.84 
387.0 ,157.0 ,845.0 ,938.0 ,94.0 ,20.0 ,13.9 ,7 ,45.90 
387.0 ,157.0 ,845.0 ,938.0 ,94.0 ,20.0 ,11.6 ,7 ,41.67 
387.0 ,157.0 ,845.0 ,938.0 ,94.0 ,20.0 ,14.3 ,56 ,56.34 
387.0 ,157.0 ,845.0 ,938.0 ,94.0 ,20.0 ,13.9 ,56 ,47.97 
387.0 ,157.0 ,845.0 ,938.0 ,94.0 ,20.0 ,11.6 ,56 ,61.46 
355.0 ,145.0 ,871.0 ,967.0 ,97.0 ,19.0 ,13.1 ,28 ,44.03 
355.0 ,145.0 ,871.0 ,967.0 ,97.0 ,19.0 ,12.3 ,28 ,55.45 
491.0 ,210.0 ,699.0 ,882.0 ,123.0 ,26.0 ,3.9 ,28 ,55.55 
491.0 ,201.0 ,699.0 ,822.0 ,123.0 ,26.0 ,3.9 ,28 ,57.92 
491.0 ,210.0 ,699.0 ,882.0 ,123.0 ,26.0 ,3.9 ,3 ,25.61 
491.0 ,210.0 ,699.0 ,882.0 ,123.0 ,26.0 ,3.9 ,7 ,33.49 
491.0 ,210.0 ,699.0 ,882.0 ,123.0 ,26.0 ,3.9 ,56 ,59.59 
491.0 ,201.0 ,699.0 ,822.0 ,123.0 ,26.0 ,3.9 ,3 ,29.55 
491.0 ,201.0 ,699.0 ,822.0 ,123.0 ,26.0 ,3.9 ,7 ,37.92 
491.0 ,201.0 ,699.0 ,822.0 ,123.0 ,26.0 ,3.9 ,56 ,61.86 
424.0 ,178.0 ,750.0 ,822.0 ,132.0 ,22.0 ,8.5 ,28 ,62.05 
424.0 ,178.0 ,750.0 ,882.0 ,132.0 ,22.0 ,8.5 ,3 ,32.01 
424.0 ,168.0 ,750.0 ,822.0 ,132.0 ,22.0 ,8.9 ,28 ,72.10 
424.0 ,178.0 ,750.0 ,822.0 ,132.0 ,22.0 ,8.5 ,7 ,39.00 
424.0 ,178.0 ,750.0 ,822.0 ,132.0 ,22.0 ,8.5 ,56 ,65.70 
424.0 ,168.0 ,750.0 ,822.0 ,132.0 ,22.0 ,8.9 ,3 ,32.11 
424.0 ,168.0 ,750.0 ,822.0 ,132.0 ,22.0 ,8.9 ,7 ,40.29 
424.0 ,168.0 ,750.0 ,822.0 ,132.0 ,22.0 ,8.9 ,56 ,74.36 
202.0 ,206.0 ,801.0 ,942.0 ,141.0 ,11.0 ,1.7 ,28 ,21.97 
202.0 ,206.0 ,801.0 ,942.0 ,141.0 ,11.0 ,1.7 ,3 ,9.85 
202.0 ,206.0 ,801.0 ,942.0 ,141.0 ,11.0 ,1.7 ,7 ,15.07 
202.0 ,206.0 ,801.0 ,942.0 ,141.0 ,11.0 ,1.7 ,56 ,23.25 
284.0 ,179.0 ,801.0 ,842.0 ,141.0 ,15.0 ,5.5 ,28 ,43.73 
284.0 ,179.0 ,801.0 ,842.0 ,141.0 ,15.0 ,5.5 ,3 ,13.40 
284.0 ,179.0 ,801.0 ,842.0 ,141.0 ,15.0 ,5.5 ,7 ,24.13 
284.0 ,179.0 ,801.0 ,842.0 ,141.0 ,15.0 ,5.5 ,56 ,44.52 
359.0 ,154.0 ,801.0 ,942.0 ,141.0 ,19.0 ,10.9 ,28 ,62.94 
359.0 ,154.0 ,801.0 ,942.0 ,141.0 ,19.0 ,10.9 ,28 ,59.49 
359.0 ,154.0 ,801.0 ,942.0 ,141.0 ,19.0 ,10.9 ,3 ,25.12 
359.0 ,154.0 ,801.0 ,942.0 ,141.0 ,19.0 ,10.9 ,3 ,23.64 
359.0 ,154.0 ,801.0 ,942.0 ,141.0 ,19.0 ,10.9 ,7 ,35.75 
359.0 ,154.0 ,801.0 ,942.0 ,141.0 ,19.0 ,10.9 ,7 ,38.61 
359.0 ,154.0 ,801.0 ,942.0 ,141.0 ,19.0 ,10.9 ,56 ,68.75 
359.0 ,154.0 ,801.0 ,942.0 ,141.0 ,19.0 ,10.9 ,56 ,66.78 
